胡萝卜,carrot,0.4713831103670257
记忆术,develop,0.47134572103825995
原则上,principle,0.4713051116608644
吃硬,nibble,0.47119932174466345
解读,key,0.47115611968518545
那次,the,0.471137304426366
余额,balance,0.471110645487005
年幼,young,0.4711007555152561
铠甲,armor,0.4710511841627165
茅舍,roughly,0.4710264387994342
无线,radio,0.47102244642251473
如一,as,0.4710062408429552
同志,comrade,0.47095487183809326
武力,force,0.4709527503635244
往,the,0.4708360704654568
每小时,hour,0.4707870073184277
山上,hill,0.47073953967883986
送洗,laundry,0.4707334218190205
又在,again,0.47065414804544337
出版商,publisher,0.4706338043502173
桀骜不驯,person,0.47053392073029027
很忙,busy,0.4705084698444258
发在,hair,0.47050709877572905
一月份,january,0.4704925105957474
许多人,many,0.4704915119209899
发言者,speaker,0.47045587229634955
稍后,later,0.47041868667495634
65433820,give,0.47040316139637345
生产线,line,0.47036144399581825
有一次,once,0.4703551592534319
它们的,their,0.4703168009850842
便是,is,0.47025722962255306
新书,new,0.47017154666763805
狄更斯,dickens,0.4701096522644357
突围,break,0.47008588949870067
过去的,past,0.470059464858291
二价,valence,0.46996349171013807
下棋,chess,0.46992732321946135
政府部门,government,0.46991819258569745
布店,shop,0.469895289647491
但这,but,0.4698906775033576
基督,christ,0.4698736818483779
密封,sealed,0.469859963705553
老龄化,aging,0.46982259116281244
行当,secondhand,0.4697668549723073
显花植物,produces,0.4697212865726558
不合法,illegal,0.46960127614866476
国际贸易,international,0.46959425503834007
浑噩,an,0.46958970684985585
亲口,himself,0.4695825561078505
大使馆,embassy,0.46957389715609793
人造,artificial,0.4694795884884565
供货,supply,0.46944697833975174
在即,imminent,0.4694262166972253
好点,better,0.46938115313157414
九岁,nine,0.46931372419459466
餐桌上,table,0.46928746787080095
坚韧性,firmness,0.4691834695479019
电讯报,telegraph,0.4691565154354204
古典主义,classical,0.46914146603251644
宣布独立,independence,0.46902389047503823
有鳞,fins,0.46902265663225307
付在,attach,0.4690030356670718
积极,active,0.4689091973838337
一间,a,0.4688551502100338
1948,was,0.4687931169530487
法兰克,frank,0.4686878596412865
油光光,slicked,0.46867706381703206
价格公道,moderate,0.46864451023119463
不然,or,0.4686411120150621
此地,here,0.468634599337437
皆大欢喜,happy,0.4686335676137197
买方,buyer,0.46862807161675235
丁当,bells,0.46855926142899157
火柴,matches,0.4685327669857632
做饭,cooking,0.4685196906092275
或能,or,0.46848598064658276
138,code,0.46846387058047395
3456,code,0.46846387058047395
媒体,medium,0.46842388545271224
两杯,two,0.46835681698282106
装有,a,0.46828596617644247
迪斯科,disco,0.4682703301344478
削铅笔,pencil,0.4681958418005676
数不胜数,myriad,0.46813570189326176
这事,it,0.4681239814904391
数额,amount,0.4680683857871352
平原,plain,0.4680590856716935
触电,electrocuted,0.46802304164544
防火墙,firewall,0.46802197369667314
弑,commits,0.46798641274856634
文档,document,0.4679325605962559
风筝,kite,0.46787717921929933
人困马乏,exhausted,0.46786833702965547
成吉思汗,genghis,0.4678155041698608
诱出,entice,0.46777010062169344
小女孩,girl,0.46774136333949845
挽救,save,0.46772430612783394
青铜,bronze,0.46772171628523845
体重,weight,0.46769005997452445
周五,friday,0.4676899232172153
咕噜,grunted,0.46767935399983834
南京,nanjing,0.467656788508182
船上,ship,0.46760341338752826
飞机,plane,0.4675907972983989
银幕,screen,0.467575745113476
仲裁,arbitration,0.46752364782509126
整个,whole,0.46747904605326657
二十,twenty,0.46745648166023684
搅匀,mix,0.4673745135060298
掌声,applause,0.4673237979644944
广播公司,bbc,0.46731889118015524
十一月份,november,0.4673040584730285
文员,clerk,0.46729150363037764
友好城市,twin,0.46728464844152184
作品,work,0.4672253032933587
锌,zinc,0.46720004514554425
这地方,place,0.4671982004845964
沿着,along,0.46715809916162854
卧房,messy,0.4671177306099024
一起,with,0.4670971017595588
煤层,coal,0.46708608440750676
我妈妈,my,0.46702050052088045
爱打,like,0.466996547202495
峭壁,cliff,0.4669646677097929
陆界,solid,0.46696380971202706
拉丁美洲,latin,0.4669373897221875
忘不了,forget,0.46690638384947725
洗液,liniment,0.46689920266546764
传令兵,military,0.4668586951335513
仅,only,0.46683531664431094
喔,oh,0.46682944865769094
调味汁,sauce,0.46675735043141253
向南,south,0.4667385252457419
山腰上,mountainside,0.4667327135043265
短片,film,0.46670919056258264
份,a,0.4666442941917576
热水,water,0.46655456077139096
合约,contract,0.46655333126235043
一瞥,glance,0.4665532634944742
多风,windy,0.46650196625292417
食欲,appetite,0.46643523772336726
薄板,plate,0.466434365020245
弥撒,mass,0.4664305444266674
大火,fire,0.4664218938096234
懒,lazy,0.46641851920287214
零食,light,0.46626309067099003
海军上将,admiral,0.4662466492757311
结果实,fruit,0.4661967930303731
千分之一,thousandth,0.4661337515117488
一对,pair,0.4660877616657767
到,to,0.4659083541130923
老兵,old,0.46584959951884747
在三,three,0.4657410087653731
整夜,night,0.4657188237303529
剑桥,cambridge,0.4657122809082943
白人,white,0.46567501012718127
狎,advance,0.4656059051568756
子程序,subroutine,0.46554230510593253
购货,purchase,0.4655422229632064
吨重,weighs,0.46535332015084174
石灰石,limestone,0.4653141895874879
四十,forty,0.46527728424429726
江轮,riverboat,0.4652449256638085
一帮人,band,0.46520961383024484
不请自来,unasked,0.46518672433150976
螃蟹,crabs,0.4651639803762545
被执行,executed,0.4651417166271734
匹兹堡,pittsburgh,0.465121612702855
熨斗,iron,0.46509807122971253
茸毛,fluff,0.465079778226162
这支,the,0.46506868204933005
传输,transmission,0.46506261486475836
干旱,drought,0.46505989734080955
散步,walk,0.46504988908881145
地名学,such,0.46499157558654736
浮士德,faust,0.46498329677224554
河堤,embankment,0.46495392653123613
厚,thick,0.46494916221145893
岛屿,island,0.464917335237425
仓库,warehouse,0.46491029375792325
拿手菜,speciality,0.4649072579031634
布丁,pudding,0.46487093308985444
喂,hello,0.4648558944308066
罗马,rome,0.464848926395915
伞兵部队,paratroops,0.4648475779521962
那件,that,0.46484552434011966
跨栏,hurdlers,0.4647929989392945
每张,each,0.46473907226120004
省份,province,0.4646689430971117
道上,on,0.4646564669935936
汽船,boat,0.4645011502179032
晚,late,0.46450041230819006
蒸汽,steam,0.4644955551008822
伤风,cold,0.4644532692969201
手牵手,hand,0.4644140352181908
惯用语,idiom,0.4644011015895003
床垫,mattress,0.46433741722857874
风险,risk,0.46430268981183526
生于,born,0.4642807996293166
药,medicine,0.4642246827502956
英雄主义,heroism,0.4642192035656811
报盘,offer,0.4641195235523215
战斗机,fighter,0.4641185857953527
诗,poem,0.4640665544200639
期中考试,midterm,0.46404535223733767
雨夹雪,sleet,0.46397403882278093
笑话,joke,0.4639735027384724
能为,can,0.46395978761579737
场,a,0.46395178454647534
两点,two,0.4638893959139758
领航员,pilot,0.4638495696163948
日复一日,day,0.46378647607667906
两颊,cheeks,0.46370778390456197
野牛,bison,0.46367532055982724
滑铁卢,waterloo,0.4636525649342854
书写,written,0.46361341782591964
缝纫机,sewing,0.4636086018874685
横扫,swept,0.46360419315499546
核液,component,0.46355654842014465
饼,cake,0.4635438357834657
谢忱,thanks,0.4635227680472405
棘,spines,0.463481067562753
集成板,a,0.4634739905431821
代数,algebra,0.4634234408929993
蚂蚁,ants,0.4633002180712893
里昂,leon,0.4632652333825061
王国,kingdom,0.46320182670213356
下令,ordered,0.46319791743179
呆在,stay,0.46308118241972235
薄层,layer,0.46307708500419
马口铁,tin,0.4630531014906887
猜,guess,0.4630210619043493
二,two,0.4629499134839398
许诺,promises,0.46290603100672967
姊姊,sister,0.4628604389894094
海关,customs,0.4628447382464761
李,li,0.4628313969662816
独裁者,dictator,0.4628092612373752
客人,guests,0.4627750855163415
大学,university,0.46271855036277637
犯人,prisoner,0.4626549657651408
浴,bathroom,0.46263524679668944
到我,my,0.4626100178439328
回国,home,0.4626096881627078
粗鲁,rude,0.46260281128020275
两倍,twice,0.4625168671921947
这棵,tree,0.46250210601396746
文体,style,0.46245873410168853
品质,quality,0.46239528337779284
学说,doctrine,0.4623814493294241
懒惰,lazy,0.46233356517454993
光面,appearance,0.462318128742619
火的,fire,0.4622488671476791
砂砾,gravel,0.4622443044004336
提早,early,0.4622057906830185
绸子,silk,0.46216765012971317
尖,a,0.4621545613806077
德国,german,0.4621373696710853
四角,crossbow,0.4621169344753542
使劲,hard,0.462073741194072
笔迹,handwriting,0.46204027684441706
圣多美和普林西比,sao,0.46202802773847473
动作,act,0.46202154036793713
相悖,disregarding,0.46201873450572417
辆,a,0.46201203767386584
留些,save,0.4619894109692729
表达方式,expression,0.4618738470843968
四年,four,0.4618179802516197
每晚,night,0.46178537640584405
太多,too,0.46175544308914307
一句话,word,0.4617519825404936
大队,brigade,0.4617433589093047
住宅,house,0.4617152466272215
存着,abounds,0.46171459570039464
那棵,tree,0.46167725474420557
蝙蝠,bat,0.4616272733551334
建新,new,0.4615818653218136
莫扎特,mozart,0.4615694844213673
轴承,bearing,0.46136943917963086
助我,me,0.4613458827569255
热的,hot,0.4613364210455142
三分之一,third,0.461328754018367
非法性,illegitimate,0.46132156528362245
郡主,holding,0.4613180258974453
如从,as,0.46129089513322735
蓬松,fluffed,0.461266416717409
酵母,yeast,0.46121415192972764
车座,saddle,0.4610366526318023
十支,smokes,0.46098072493723113
杜卡,dukakis,0.46089973018833935
宴,party,0.46089556620626193
电磁,electromagnetic,0.4608954109372874
前言,preface,0.46089225614972745
之女,witty,0.4608799969987778
上照,films,0.4608254174292359
邻接的,adjacent,0.4608190895544991
得多,much,0.46081100025642613
那就是,that,0.46079759726994307
她很,she,0.46067135423960565
江西,jiangxi,0.4606711252347306
摩天大楼,skyscrapers,0.4606060593629892
标点符号,punctuation,0.46059222749775036
哇哇地,howled,0.46053646978337986
发出回声,echoed,0.4604859301941259
利是,is,0.4604631198383278
纯,pure,0.46045310863216454
湿了,wet,0.46043654876324097
慷慨大方,generosity,0.4604181107012948
旅客,passengers,0.4604037795292199
糖尿病,diabetic,0.4603485397591489
站着,stood,0.4603380804503117
福克斯,fox,0.4603138928695484
冲进,into,0.46031235523418146
相册,album,0.4602827728363324
学期,term,0.4602586204620891
贝卡,rebecca,0.4602523105426559
读到,read,0.46022609614203613
首次,first,0.46021333623410937
看你,you,0.4601905447859335
电影放映机,projector,0.460188087625227
罩盖,cover,0.4601421658903854
灯泡,bulb,0.46009098635441237
枇杷,edible,0.46008562649763435
投票,vote,0.4600430582737882
控制权,control,0.4600115953494098
开往,for,0.4600066737913101
露水,dew,0.4599388060428027
演讲,speech,0.45988557643329775
追踪者,pursuers,0.4598329266849869
情夫,lover,0.4597877165372724
营销,marketing,0.45974614881325143
大地,earth,0.4596878781678001
懦夫,coward,0.45968379235219403
背,back,0.4596828110948714
加热,heated,0.45964236721263335
到上,by,0.4596295941073878
老先生,old,0.45957994871214314
足球队,football,0.45957794439921335
强度,intensity,0.4595713535377678
伪造者,fakes,0.45955052991413636
假货,fakes,0.45955052991413636
数据处理,processing,0.45953585091343624
选录,st,0.45952880106860516
他家,his,0.45948307459467297
北美洲,america,0.45948019429076853
总能,always,0.4594487469599736
同一个,same,0.4594087229733149
三明治,sandwich,0.4593671314700144
浅的,a,0.4593088186354205
保持,keep,0.45927808905204115
操作系统,operating,0.45921464681787993
近郊,environs,0.4592081301738152
年后,years,0.4591991117493709
磷肥,compounds,0.459190000164673
辐射,radiation,0.45918925725306853
夏至,june,0.4591794362885137
统治者,ruler,0.4590783215566494
变少,break,0.45907292915906184
物质,substance,0.45897724486599645
始终如一,varying,0.45897283387832144
共聚物,monomers,0.458969705553178
补缺,by,0.4589637994233309
重重的,heavy,0.45891584038848
零钱,change,0.4589053886488922
捣碎,into,0.45888377149305865
跳马,vaulting,0.45888322109775964
矩阵,matrix,0.45887007704252003
电场,electric,0.4587857456977561
网,net,0.4587843885656705
半自动,automatic,0.45877007877618864
关节,joint,0.4587698770700754
群岛,islands,0.458765646469506
历史学家,historian,0.4587577760775208
墓地,a,0.45858143679780095
法庭上,court,0.45853294206025086
令人担忧,worrying,0.4584986183783417
轻骑兵,cavalry,0.4584789939064614
莽林,backwoods,0.45838785100161816
下届,next,0.45830393276344794
两小时,hours,0.4582481002061406
无知,ignorance,0.4582327134129891
谈话中,conversation,0.4582284001102944
矿物,mineral,0.4581974595117607
谱成,music,0.4581969510706362
勇敢,brave,0.4581367128058998
接界,marches,0.4581366791556282
我军,our,0.4581331278040895
谈论,about,0.45812079038620906
令人信服,convincing,0.4581162384412783
系列,series,0.4581048803157429
绰号,descriptive,0.4581002365720329
剧作,play,0.4579588273013251
香型,flowery,0.4579368632998022
河上,river,0.4579178044230559
盾牌,shield,0.4578987004521367
村里,village,0.457849520161797
签约,signed,0.45783502800976517
下周,next,0.45782891708871365
漏嘴,blunder,0.45777098932044036
加长,added,0.4577598578818272
四等,make,0.45771071293696136
一吸,puff,0.45762715107303326
只能,only,0.4576252149576604
加里曼丹,indonesian,0.45760271456656165
放学,school,0.4575750304138597
便携式,portable,0.45754610796515477
忍受着,bore,0.45749693526840335
谋求,for,0.4574860047799748
是,is,0.4574221467022398
胸部,chest,0.4574032783763464
母马,mare,0.4573830816106849
合在一起,together,0.45733551313799653
恶臭,foul,0.4572993325019986
立体声,stereo,0.45726741384688707
越来越,more,0.457258758940264
刘,liu,0.4572417913702226
溪,stream,0.45707387486820056
两套,two,0.45706114336195763
自杀,suicide,0.45704449790576723
动物,animal,0.45703698344159394
射穿,perforated,0.4570222233271944
脱掉,off,0.45698895441079723
小组,group,0.45697337718507425
挑战,challenge,0.4569651534656873
马边,panted,0.456962957946509
